"","pid","ms_subclass","lot_area","overall_qual","overall_cond","year_built","year_remod/add","mas_vnr_area","bsmtfin_sf_1","bsmtfin_sf_2","bsmt_unf_sf","total_bsmt_sf","1st_flr_sf","2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abvgr","kitchen_abvgr","totrms_abvgrd","fireplaces","garage_yr_blt","garage_cars","garage_area","wood_deck_sf","open_porch_sf","enclosed_porch","3ssn_porch","screen_porch","pool_area","misc_val","mo_sold","yr_sold","saleprice","street_num","lot","zone","land","lot_location","land_sl","roof","roof_m","heat","sale_cond","al","condition1","buliding","build","extertior_qual","extertior","extertior_cond","CA","elec","func","driveway"
"1494","0527184110","120",5118,8,5,1990,1990,0,926,0,386,1312,1321,0,0,1321,1,0,1,0,1,1,4,1,1990,2,484,0,64,140,0,0,0,0,8,2007,212000,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1495","0527210060","020",14157,9,5,2005,2006,200,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005,3,676,178,51,0,0,0,0,0,7,2007,377426,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1496","0527212060","060",12328,8,5,2005,2005,146,986,0,163,1149,1164,1377,0,2541,1,0,3,1,4,1,10,1,2005,3,729,120,32,0,0,0,0,0,7,2007,349265,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1497","0527226040","190",41600,5,5,1969,1990,0,1047,0,53,1100,1424,0,0,1424,1,0,1,1,3,1,7,0,1969,3,828,144,0,0,0,0,0,0,11,2007,155000,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
"1498","0527252050","120",8035,9,5,2006,2006,165,797,0,815,1612,1612,0,0,1612,1,0,2,0,2,1,6,1,2006,2,556,0,164,0,0,0,0,0,3,2007,319900,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1499","0527252070","020",8089,8,6,2007,2007,0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2007,2,567,140,0,0,0,0,0,0,10,2007,392000,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1500","0527256030","020",14082,8,5,2006,2006,945,1558,0,662,2220,2234,0,0,2234,1,0,1,1,1,1,7,1,2006,2,724,390,80,0,0,0,0,0,1,2007,441929,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1501","0527256040","020",13870,10,5,2006,2007,250,1152,0,590,1742,2042,0,0,2042,1,0,2,0,3,1,8,1,2007,3,724,240,52,0,0,174,0,0,10,2007,455000,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"1502","0527301080","020",12546,6,7,1981,1981,310,678,0,762,1440,1440,0,0,1440,0,0,2,0,3,1,7,1,1981,2,467,0,0,99,0,0,0,0,4,2007,182900,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"1503","0527301280","020",10960,6,5,1984,1984,0,256,0,1028,1284,1284,0,0,1284,1,0,2,0,3,1,5,0,1984,2,480,0,0,192,0,0,0,0,4,2007,174000,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1504","0527302020","080",12090,6,7,1984,2003,74,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,1984,2,477,268,112,0,0,147,0,0,1,2007,178000,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1505","0527302060","060",12090,7,7,1981,2003,306,321,0,404,725,725,754,0,1479,0,0,2,1,3,1,6,1,1981,2,484,167,72,0,0,0,0,0,3,2007,176000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1506","0527302090","020",12299,7,6,1978,1985,67,1328,0,201,1529,1664,0,0,1664,1,0,2,0,3,1,7,1,1978,2,663,0,0,0,0,0,0,0,9,2007,213000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1507","0527325090","060",11339,7,5,1979,1979,549,758,0,22,780,1085,845,0,1930,1,0,2,1,4,1,9,1,1979,2,481,192,72,0,0,0,0,0,3,2007,192000,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"1508","0527325110","060",11952,7,6,1977,1977,0,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,1977,2,534,0,0,0,0,276,0,0,11,2007,190000,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"1509","0527327050","060",12046,6,6,1976,1976,298,156,0,692,848,1118,912,0,2030,0,0,2,1,4,1,8,1,1976,2,551,0,224,0,0,0,0,0,6,2007,195000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1510","0527328020","080",10395,6,6,1978,1978,233,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,1978,2,564,0,0,0,0,0,0,500,7,2007,148000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1511","0527328050","020",11850,6,6,1984,1984,98,781,0,372,1153,1177,0,0,1177,0,0,2,0,3,1,6,0,1984,2,495,204,103,0,0,0,0,0,8,2007,151500,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1512","0527353080","060",11584,7,6,1979,1979,96,315,110,114,539,1040,685,0,1725,0,0,2,1,3,1,6,1,1979,2,550,0,88,216,0,0,0,0,11,2007,197000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1513","0527354050","020",10400,6,5,1979,1999,253,903,0,356,1259,1353,0,0,1353,1,0,2,0,2,1,5,1,1979,2,478,240,141,0,0,0,0,0,8,2007,192350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1514","0527356050","060",10793,5,5,1969,1969,263,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,1969,2,462,208,0,0,0,0,0,0,4,2007,152000,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"1515","0527357020","020",13001,6,5,1971,1971,176,492,121,1012,1625,1220,0,0,1220,0,1,2,0,2,1,6,1,1971,2,944,0,0,249,0,0,0,0,9,2007,170000,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"1516","0527358060","020",12243,5,6,1971,1971,0,998,0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,1971,2,487,224,0,0,0,180,0,0,2,2007,175000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1517","0527359010","060",11700,6,6,1968,1968,365,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968,2,539,224,0,0,0,0,0,0,6,2007,175000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1518","0527359080","060",12384,7,7,1976,1976,233,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,1976,2,550,0,113,252,0,0,0,0,11,2007,197900,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1519","0527359160","080",8991,7,6,1976,1976,130,624,604,0,1228,1324,0,0,1324,0,1,2,0,3,1,5,1,1976,2,585,407,36,0,0,0,0,0,2,2007,174000,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"1520","0527377110","060",8000,6,6,1974,1974,0,931,153,0,1084,1084,793,0,1877,1,0,2,1,4,1,8,1,1974,2,488,0,96,0,0,0,0,0,11,2007,178900,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"1521","0527402090","080",10500,5,7,1971,2005,82,349,0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1971,1,288,35,0,0,0,0,0,0,12,2007,139000,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1522","0527402150","020",10530,6,5,1971,1971,0,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,1979,2,576,0,312,40,0,0,0,0,3,2007,143250,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1523","0527402240","060",7472,7,9,1972,2004,138,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,1972,2,484,0,32,0,0,0,0,0,6,2007,184000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1524","0527403310","020",9457,5,6,1970,1990,0,566,0,359,925,1422,0,0,1422,1,0,1,0,3,1,7,0,1988,2,576,252,0,0,0,0,0,0,9,2007,155000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1525","0527404050","020",7920,5,5,1970,2002,32,81,619,214,914,914,0,0,914,0,0,1,0,3,1,5,0,1970,1,368,120,0,0,0,0,0,0,10,2007,133000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1526","0527404100","020",9758,5,5,1971,1971,0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1981,1,280,0,0,0,0,0,0,0,7,2007,119500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1527","0527404140","020",8294,4,5,1971,1971,0,0,0,858,858,872,0,0,872,0,0,1,0,3,1,5,0,1974,4,480,0,0,0,0,0,0,0,6,2007,123000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1528","0527404150","020",7340,4,6,1971,1971,0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1979,1,684,0,0,0,0,0,0,0,6,2007,110000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1529","0527425025","020",17199,4,7,1961,1961,0,314,0,600,914,914,0,0,914,0,0,1,0,2,1,4,0,1961,1,270,140,0,0,0,0,0,0,7,2007,128000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1530","0527425140","020",9000,4,6,1971,1971,0,616,0,248,864,864,0,0,864,0,0,1,0,3,1,5,0,1974,2,528,0,0,0,0,0,0,0,5,2007,120500,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1531","0527427090","120",4058,7,5,1998,1998,182,584,139,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1998,1,367,120,40,0,0,0,0,0,6,2007,133000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1532","0527427160","120",4113,6,5,2001,2001,0,0,0,1337,1337,1337,0,0,1337,0,0,2,0,2,1,5,1,2001,2,511,136,68,0,0,0,0,0,7,2007,155000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1533","0527427200","120",10943,6,5,1997,1998,0,930,0,475,1405,1337,0,0,1337,1,0,2,0,2,1,5,1,1997,2,522,0,68,0,0,0,0,0,10,2007,177000,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1534","0527450030","160",2205,6,6,1973,1973,567,312,0,213,525,525,567,0,1092,0,0,1,1,3,1,6,0,1973,1,264,144,0,0,0,0,0,0,2,2007,113500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1535","0527450150","160",1890,6,5,1973,1973,285,356,0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1973,1,264,144,28,0,0,0,0,0,5,2007,113000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1536","0527450220","160",2058,6,5,1973,1973,265,0,0,672,672,672,546,0,1218,0,0,1,1,4,1,7,0,1973,1,264,0,28,0,0,0,0,0,12,2007,113700,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1537","0527451020","160",2016,5,5,1970,1970,304,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1970,2,440,0,0,0,0,0,0,0,4,2007,106000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1538","0527451170","160",1920,5,5,1971,1971,376,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,1971,2,440,240,36,0,0,0,0,0,8,2007,122500,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"1539","0527452100","120",4928,6,5,1976,1976,0,120,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,1977,2,440,0,205,0,0,0,0,0,2,2007,128000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1540","0527453010","160",2308,6,6,1976,1976,0,556,0,248,804,804,744,0,1548,1,0,2,1,3,1,7,1,1976,2,440,48,0,0,0,0,0,0,7,2007,155000,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1541","0527455030","120",2304,7,7,1978,1978,0,632,6,423,1061,1055,0,0,1055,0,0,2,0,2,1,4,0,1978,1,319,108,32,0,0,0,0,0,4,2007,142500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1542","0527455250","020",7150,5,6,1966,1966,52,725,0,263,988,988,0,0,988,1,0,1,0,3,1,5,0,1974,1,360,0,0,0,0,0,0,0,11,2007,129250,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1543","0528102050","020",12469,9,5,2006,2007,378,1151,0,639,1790,1816,0,0,1816,1,0,2,0,3,1,7,1,2007,3,730,186,36,0,0,0,0,0,8,2007,356000,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1544","0528102090","020",11694,9,5,2007,2007,452,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,2007,3,774,0,108,0,0,260,0,0,7,2007,314813,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1545","0528102100","020",12030,8,5,2007,2007,254,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,2007,3,818,168,228,0,0,0,0,0,12,2007,318000,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1546","0528102120","020",11825,8,5,2006,2007,302,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,1,2006,3,856,0,112,0,0,0,0,0,6,2007,322400,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1547","0528102130","020",12085,8,5,2007,2007,328,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,2007,3,928,0,0,0,0,0,0,0,11,2007,318000,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1548","0528104010","020",14333,8,5,2007,2007,0,1518,0,590,2108,2122,0,0,2122,1,0,2,1,2,1,7,1,2007,3,938,130,142,0,0,0,0,0,11,2007,345474,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1549","0528106040","020",14450,9,5,2006,2007,315,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,2007,3,732,124,98,0,0,142,0,0,5,2007,415298,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1550","0528106060","060",13440,8,5,2006,2007,190,0,0,1108,1108,1148,1402,0,2550,0,0,2,1,4,1,11,1,2006,3,670,120,39,0,0,0,0,0,3,2007,338931,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1551","0528106110","020",15431,10,5,2005,2006,400,1430,0,564,1994,2046,0,0,2046,1,0,2,1,2,1,7,2,2005,3,878,188,65,0,0,175,0,0,8,2007,450000,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1552","0528108160","060",14154,7,5,2006,2006,350,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,3,947,192,62,0,0,0,0,0,8,2007,280000,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1553","0528110070","020",14226,8,5,2006,2006,375,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006,3,895,315,45,0,0,0,0,0,7,2007,395000,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1554","0528110100","060",13693,9,5,2006,2006,772,0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,2006,3,694,414,84,0,0,0,0,0,3,2007,380000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1555","0528112150","020",11428,8,5,2006,2006,248,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,2006,3,866,0,44,0,0,0,0,0,5,2007,250000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1556","0528114050","020",14977,8,5,2006,2007,304,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,2006,3,908,250,63,0,0,0,0,0,7,2007,440000,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1557","0528118040","060",13654,9,5,2005,2006,365,0,0,1704,1704,1722,1036,0,2758,0,0,2,1,4,1,9,1,2005,3,814,282,55,0,0,0,0,0,5,2007,418000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1558","0528120010","060",16659,8,5,2007,2008,0,0,0,1582,1582,1582,570,0,2152,0,0,2,1,3,1,7,1,2007,2,728,0,368,0,0,0,0,0,6,2007,260116,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1559","0528120150","060",9591,8,5,2004,2005,344,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,2004,3,852,192,151,0,0,0,0,0,10,2007,317000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1560","0528142050","060",9709,8,5,2007,2007,120,778,0,140,918,958,1142,0,2100,1,0,2,1,3,1,8,2,2007,3,786,172,104,0,0,0,0,0,9,2007,319500,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1561","0528144050","060",10562,8,5,2007,2007,300,1288,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,2007,3,789,178,120,0,0,0,0,0,11,2007,325624,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1562","0528150040","020",13615,9,5,2006,2006,510,0,0,1802,1802,1802,0,0,1802,0,0,2,1,3,1,7,1,2006,3,843,158,105,0,0,0,0,0,6,2007,372000,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1563","0528150110","060",13069,8,5,2004,2004,502,0,0,1706,1706,1718,1238,0,2956,0,0,2,1,5,1,11,1,2004,3,916,194,50,0,0,0,0,0,8,2007,342000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1564","0528150120","060",12099,8,5,2004,2004,388,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004,3,872,184,154,0,0,0,0,0,6,2007,354000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1565","0528166150","060",14277,8,5,2003,2003,280,938,0,379,1317,1217,1168,0,2385,1,0,2,1,3,1,7,1,2003,3,818,192,228,0,0,0,0,0,1,2007,350000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1566","0528168040","060",11999,8,5,2003,2004,340,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,2003,3,656,104,100,0,0,0,0,0,5,2007,285000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1567","0528172030","060",12568,8,5,2007,2007,246,669,0,226,895,895,923,0,1818,1,0,2,1,3,1,8,1,2007,3,774,196,104,0,0,0,0,0,8,2007,281500,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1568","0528172050","020",9926,7,5,2005,2006,210,1178,0,436,1614,1614,0,0,1614,1,0,2,0,3,1,7,0,2005,3,878,100,38,0,0,0,0,0,5,2007,245700,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1569","0528172070","020",9254,8,5,2005,2005,210,119,0,1602,1721,1721,0,0,1721,1,0,2,0,3,1,7,0,2005,2,554,168,27,0,0,0,0,0,1,2007,232698,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1570","0528172075","060",10732,8,5,2006,2007,0,0,0,1298,1298,1298,530,0,1828,0,0,2,1,3,1,7,0,2006,3,876,0,40,0,0,0,0,0,2,2007,250000,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1571","0528174010","120",7577,6,5,2005,2006,256,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2005,2,460,192,28,0,0,0,0,0,6,2007,194700,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1572","0528174020","120",3901,6,5,2005,2006,182,866,0,436,1302,1302,0,0,1302,1,0,1,1,1,1,5,1,2005,2,631,110,50,0,0,0,0,0,8,2007,204000,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"1573","0528174030","120",3903,6,5,2005,2006,182,1030,0,272,1302,1302,0,0,1302,1,0,1,1,1,1,5,1,2005,2,631,110,50,0,0,0,0,0,5,2007,2e+05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1574","0528174040","120",6289,6,5,2005,2006,256,762,0,600,1362,1362,0,0,1362,1,0,2,0,2,1,6,1,2005,2,460,192,28,0,0,0,0,0,6,2007,207000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1575","0528181060","120",4590,8,5,2006,2006,108,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2006,2,627,156,73,0,0,0,0,0,8,2007,209500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1576","0528181070","120",4590,8,5,2006,2006,108,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2006,2,627,156,73,0,0,0,0,0,5,2007,209500,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1577","0528181080","120",6442,8,5,2006,2006,178,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2006,2,484,120,49,0,0,0,0,0,10,2007,202500,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1578","0528186050","120",7841,9,5,2005,2005,394,848,0,729,1577,1577,0,0,1577,1,0,2,0,2,1,6,1,2005,2,564,203,39,0,0,0,0,0,5,2007,280000,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1579","0528186090","120",7313,9,5,2005,2005,246,1153,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,2005,2,556,203,47,0,0,0,0,0,8,2007,277500,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1580","0528186120","120",7820,9,5,2007,2007,362,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007,2,617,210,54,0,0,0,0,0,12,2007,318061,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"1581","0528186190","120",6240,8,5,2006,2006,176,24,0,1300,1324,1324,0,0,1324,0,0,2,0,2,1,6,1,2006,2,550,0,38,0,0,0,0,0,9,2007,221370,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"1582","0528188160","120",3242,7,5,2003,2003,235,1000,0,405,1405,1405,0,0,1405,1,0,2,0,2,1,6,1,2003,2,478,136,36,0,0,0,0,0,3,2007,2e+05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"1583","0528218020","060",10237,6,5,2005,2006,0,0,0,768,768,768,768,0,1536,0,0,2,1,3,1,6,1,2005,2,400,100,38,0,0,0,0,0,6,2007,176000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"1584","0528218050","060",10237,6,5,2005,2007,0,0,0,783,783,783,701,0,1484,0,0,2,1,3,1,8,1,2005,2,393,0,72,0,0,0,0,0,7,2007,178900,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"1585","0528218100","060",13204,7,5,2006,2007,44,0,0,608,608,608,850,0,1458,0,0,2,0,3,1,6,0,2007,2,454,100,33,0,0,0,0,0,5,2007,168165,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"1586","0528221030","060",8857,6,5,2006,2006,0,0,0,738,738,738,757,0,1495,0,0,2,1,3,1,7,1,2006,2,440,100,30,0,0,0,0,0,3,2007,171925,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1587","0528221040","060",9729,6,5,2006,2007,0,0,0,698,698,698,1048,0,1746,1,0,2,1,3,1,6,1,2007,3,350,0,34,0,0,0,0,0,6,2007,198444,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1588","0528221050","020",12216,6,5,2005,2005,0,918,0,408,1326,1326,0,0,1326,1,0,2,0,3,1,6,0,2005,2,388,120,23,0,0,0,0,2000,6,2007,203000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1589","0528221090","060",9018,7,5,2007,2007,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2007,2,400,100,24,0,0,0,0,0,7,2007,179540,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1590","0528222030","020",8993,7,5,2007,2007,0,0,0,1302,1302,1302,0,0,1302,0,0,2,0,3,1,6,0,2007,2,436,0,22,0,0,0,0,0,8,2007,176485,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1591","0528222040","020",8899,7,5,2007,2007,0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,2,396,100,30,0,0,0,0,0,8,2007,181134,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1592","0528222050","060",8499,6,5,2006,2007,0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007,2,432,0,36,0,0,0,0,0,3,2007,156932,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1593","0528222060","060",8229,6,5,2007,2007,22,0,0,752,752,752,752,0,1504,0,0,2,1,3,1,6,0,2007,2,440,100,32,0,0,0,0,0,12,2007,166000,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1594","0528222080","060",7713,7,5,2007,2007,16,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,7,0,2007,2,400,100,24,0,0,0,0,0,7,2007,177594,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1595","0528222090","020",7697,7,6,2007,2007,0,0,0,1246,1246,1258,0,0,1258,0,0,2,0,3,1,6,0,2007,2,462,0,0,0,0,0,0,0,8,2007,173500,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"1596","0528228270","120",3922,7,5,2006,2007,72,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,3,648,144,16,0,0,0,0,0,6,2007,172500,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
